,original_release_date,runtime_x,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,adult,budget,genres,id,imdb_id,original_language,original_title,popularity,release_date,runtime_y,status,title,vote_average,vote_count,drama
549,2016-08-19,114.0,Fresh,61.0,229.0,Upright,68.0,29223.0,52,False,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",308266,tt2005151,en,War Dogs,16.453573,2016-08-17,114.0,Released,war dogs,6.8,1392.0,True
550,2015-08-28,120.0,Rotten,34.0,35.0,Upright,87.0,18508.0,12,False,3000000,"[{'id': 18, 'name': 'Drama'}]",323272,tt3832914,en,War Room,5.384163,2015-08-28,120.0,Released,war room,6.9,92.0,True
551,2011-04-22,121.0,Fresh,60.0,197.0,Upright,70.0,68323.0,48,False,38000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",55787,tt1067583,en,Water for Elephants,7.649466,2011-03-15,120.0,Released,water for elephants,6.7,879.0,True
552,2015-03-27,125.0,Certified-Fresh,76.0,55.0,Spilled,42.0,774.0,21,False,0,"[{'id': 18, 'name': 'Drama'}]",197696,tt2758890,en,Welcome to New York,3.223466,2014-05-17,125.0,Released,welcome to new york,5.3,39.0,True
553,2008-01-19,113.0,Rotten,50.0,142.0,Spilled,22.0,12706.0,44,False,25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",8944,tt0486674,en,What Just Happened,10.510245,2008-10-17,104.0,Released,what just happened,5.2,128.0,True
554,2013-05-03,98.0,Certified-Fresh,87.0,112.0,Upright,80.0,15264.0,39,False,6000000,"[{'id': 18, 'name': 'Drama'}]",127373,tt1932767,en,What Maisie Knew,8.535611,2013-05-02,93.0,Post Production,what maisie knew,7.4,149.0,True
555,2008-06-06,92.0,Certified-Fresh,72.0,101.0,Upright,64.0,41664.0,41,False,0,"[{'id': 18, 'name': 'Drama'}]",45791,tt0829098,en,And When Did You Last See Your Father?,1.040302,2007-10-05,92.0,Released,when did you last see your father,6.8,14.0,True
556,2014-08-22,115.0,Rotten,20.0,70.0,Upright,72.0,21191.0,21,False,15000000,"[{'id': 18, 'name': 'Drama'}]",232679,tt2247476,en,When the Game Stands Tall,6.617708,2014-08-22,115.0,Released,when the game stands tall,6.3,134.0,True
557,2014-10-24,90.0,Rotten,54.0,90.0,Spilled,43.0,6342.0,29,False,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",157825,tt2238050,en,White Bird in a Blizzard,12.898498,2014-08-14,91.0,Released,white bird in a blizzard,6.1,289.0,True
558,2012-08-17,87.0,Rotten,25.0,20.0,Spilled,28.0,2650.0,10,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",118677,tt1853643,en,Why Stop Now?,3.291884,2012-08-17,88.0,Released,why stop now,5.3,42.0,True
559,2014-12-03,115.0,Certified-Fresh,88.0,272.0,Upright,75.0,54067.0,58,False,15000000,"[{'id': 18, 'name': 'Drama'}]",228970,tt2305051,en,Wild,11.209154,2014-12-05,115.0,Released,wild,7.0,961.0,True
560,1995-12-01,97.0,Rotten,44.0,25.0,Spilled,27.0,6048.0,4,False,0,"[{'id': 18, 'name': 'Drama'}]",86593,tt1795702,en,Wild Bill,3.879808,2011-10-21,98.0,Released,wild bill,6.7,61.0,True
561,2011-01-01,98.0,Fresh,100.0,26.0,Upright,82.0,7306.0,5,False,0,"[{'id': 18, 'name': 'Drama'}]",86593,tt1795702,en,Wild Bill,3.879808,2011-10-21,98.0,Released,wild bill,6.7,61.0,True
562,2017-03-24,94.0,Rotten,47.0,131.0,Spilled,30.0,2531.0,33,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",346681,tt1781058,en,Wilson,8.984386,2017-03-24,94.0,Released,wilson,6.1,81.0,True
563,2011-03-18,106.0,Certified-Fresh,94.0,176.0,Upright,85.0,32026.0,45,False,10831173,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",55725,tt1606392,en,Win Win,4.480723,2011-03-18,106.0,Released,win win,6.7,176.0,True
564,2015-10-16,123.0,Fresh,73.0,15.0,Upright,81.0,9840.0,3,False,12000000,"[{'id': 18, 'name': 'Drama'}]",333596,tt4183692,en,Woodlawn,3.216606,2015-10-15,123.0,Released,woodlawn,6.8,49.0,True
565,2008-11-07,104.0,Rotten,24.0,25.0,Upright,69.0,1001.0,11,False,0,"[{'id': 18, 'name': 'Drama'}]",31031,tt1048174,en,The World Unseen,1.784141,2007-09-09,94.0,Released,the world unseen,7.3,22.0,True
566,,92.0,Fresh,71.0,7.0,Spilled,52.0,520.0,3,False,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",352492,tt4855748,en,XOXO,5.2402,2016-08-26,92.0,Released,xoxo,6.0,149.0,True
567,,130.0,Certified-Fresh,83.0,24.0,Upright,83.0,3847.0,15,False,0,"[{'id': 18, 'name': 'Drama'}]",36950,tt1132623,en,You Don't Know Jack,14.988063,2010-04-14,134.0,Released,you dont know jack,6.9,104.0,True
568,2009-12-18,104.0,Certified-Fresh,76.0,156.0,Upright,74.0,164727.0,42,False,35000000,"[{'id': 18, 'name': 'Drama'}]",18320,tt0962736,en,The Young Victoria,8.437587,2009-03-04,105.0,Released,the young victoria,7.1,330.0,True
569,2014-10-10,102.0,Rotten,48.0,23.0,Upright,70.0,1636.0,10,False,0,"[{'id': 18, 'name': 'Drama'}]",290542,tt1198156,en,You're Not You,6.800456,2014-10-10,104.0,Released,youre not you,7.3,247.0,True
570,2017-02-03,99.0,Rotten,45.0,20.0,Spilled,50.0,156.0,8,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",338387,tt3687316,en,Youth in Oregon,2.640601,2017-02-03,105.0,Released,youth in oregon,6.9,11.0,True
571,2007-12-14,125.0,Rotten,32.0,105.0,Spilled,44.0,16878.0,40,False,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7797,tt0481797,en,Youth Without Youth,3.934387,2007-10-26,125.0,Released,youth without youth,6.5,47.0,True
572,2013-09-20,107.0,Rotten,46.0,39.0,Spilled,51.0,285.0,15,False,8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",121640,tt2131698,en,Zaytoun,3.549738,2012-10-14,107.0,Released,zaytoun,6.6,16.0,True
573,2011-01-19,93.0,Rotten,55.0,11.0,Spilled,39.0,817.0,7,False,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",63154,tt1363468,en,Zenith,0.553216,2010-10-01,93.0,Released,zenith,5.1,7.0,True
