,original_release_date,runtime_x,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,adult,budget,genres,id,imdb_id,original_language,original_title,popularity,release_date,runtime_y,status,title,vote_average,vote_count,drama
457,2013-06-21,104.0,Certified-Fresh,87.0,60.0,Upright,78.0,8262.0,25,False,0,"[{'id': 18, 'name': 'Drama'}]",121791,tt0787442,en,L'Attentat,2.0275,2012-09-01,102.0,Released,the attack,6.1,26.0,True
458,2014-11-28,93.0,Certified-Fresh,98.0,238.0,Upright,72.0,39139.0,49,False,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",242224,tt2321549,en,The Babadook,8.832788,2014-05-22,93.0,Released,the babadook,6.5,1890.0,True
459,2014-02-28,108.0,Rotten,11.0,46.0,Spilled,22.0,1913.0,16,False,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",242076,tt2212008,en,The Bag Man,10.896238,2014-02-28,108.0,Released,the bag man,5.2,134.0,True
460,2016-01-15,92.0,Rotten,26.0,54.0,Spilled,23.0,1213.0,20,False,0,"[{'id': 18, 'name': 'Drama'}]",328901,tt3165630,en,The Benefactor,9.013856,2015-04-17,90.0,Released,the benefactor,4.7,102.0,True
461,2014-10-17,118.0,Rotten,12.0,83.0,Spilled,59.0,27104.0,26,False,26000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",239571,tt1972779,en,The Best of Me,8.196975,2014-10-16,117.0,Released,the best of me,7.2,777.0,True
462,2014-01-01,124.0,Rotten,56.0,34.0,Upright,77.0,5034.0,14,False,13500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",152742,tt1924396,en,La migliore offerta,8.995603,2013-01-01,124.0,Released,the best offer,7.7,719.0,True
463,2014-11-07,95.0,Rotten,45.0,49.0,Spilled,43.0,673.0,20,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",192142,tt2316868,en,The Better Angels,9.266214,2014-01-18,95.0,Released,the better angels,6.9,16.0,True
464,2015-12-23,130.0,Certified-Fresh,88.0,322.0,Upright,88.0,69098.0,56,False,28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",318846,tt1596363,en,The Big Short,13.143061,2015-12-11,130.0,Released,the big short,7.3,2679.0,True
465,2016-01-22,97.0,Rotten,30.0,61.0,Spilled,38.0,19224.0,8,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",257444,tt2443822,en,The Boy,5.345593,2015-08-14,110.0,Released,the boy,5.7,58.0,True
466,2015-08-18,105.0,Fresh,67.0,21.0,Spilled,38.0,583.0,6,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",257444,tt2443822,en,The Boy,5.345593,2015-08-14,110.0,Released,the boy,5.7,58.0,True
467,2016-03-18,100.0,Rotten,36.0,99.0,Spilled,44.0,4950.0,28,False,3500000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",308453,tt3859304,en,The Bronze,5.353826,2016-01-22,108.0,Released,the bronze,5.5,112.0,True
468,2013-08-02,95.0,Rotten,21.0,94.0,Spilled,15.0,3185.0,33,False,250000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",109729,tt2292959,en,The Canyons,4.281631,2013-07-29,99.0,Released,the canyons,4.1,75.0,True
469,2014-12-12,72.0,Rotten,5.0,21.0,Spilled,20.0,1139.0,10,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",199647,tt2133333,en,The Color of Time,4.585809,2012-11-16,72.0,Released,the color of time,4.4,8.0,True
470,2013-04-05,121.0,Rotten,54.0,122.0,Spilled,45.0,13533.0,38,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",87496,tt1381404,en,The Company You Keep,5.367502,2012-09-06,121.0,Released,the company you keep,5.9,261.0,True
471,2011-04-15,121.0,Rotten,55.0,170.0,Upright,61.0,21200.0,48,False,25000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",60309,tt0968264,en,The Conspirator,5.481452,2010-09-10,122.0,Released,the conspirator,6.2,138.0,True
472,2013-10-25,117.0,Rotten,33.0,216.0,Spilled,23.0,41427.0,49,False,25000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",109091,tt2193215,en,The Counselor,14.723646,2013-10-25,117.0,Released,the counselor,5.0,724.0,True
473,2015-11-27,120.0,Fresh,67.0,241.0,Upright,72.0,27428.0,47,False,15000000,"[{'id': 18, 'name': 'Drama'}]",306819,tt0810819,en,The Danish Girl,11.245661,2015-11-27,120.0,Released,the danish girl,7.4,1689.0,True
474,2008-07-18,152.0,Certified-Fresh,94.0,340.0,Upright,94.0,1831566.0,63,False,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",72003,tt2258647,en,The Dark Knight,0.077992,2011-07-11,86.0,Released,the dark knight,6.3,2.0,True
475,2011-07-29,109.0,Rotten,54.0,101.0,Upright,64.0,13985.0,35,False,19100000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10752, 'name': 'War'}]",62630,tt1270262,en,The Devil's Double,6.681211,2011-02-11,109.0,Released,the devils double,6.5,208.0,True
476,,110.0,Rotten,45.0,62.0,Spilled,43.0,1287.0,17,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",376134,tt5155780,en,The Discovery,6.803535,2017-03-31,102.0,Released,the discovery,6.3,312.0,True
477,2011-10-28,98.0,Rotten,21.0,52.0,Spilled,33.0,5547.0,20,False,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",73499,tt1646980,en,The Double,5.498819,2011-10-27,98.0,Released,the double,5.8,226.0,True
478,2011-10-28,98.0,Rotten,21.0,52.0,Spilled,33.0,5547.0,20,False,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",146015,tt1825157,en,The Double,7.597475,2014-04-04,93.0,Released,the double,6.5,344.0,True
479,2014-05-09,92.0,Certified-Fresh,83.0,132.0,Spilled,59.0,18403.0,36,False,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",73499,tt1646980,en,The Double,5.498819,2011-10-27,98.0,Released,the double,5.8,226.0,True
480,2014-05-09,92.0,Certified-Fresh,83.0,132.0,Spilled,59.0,18403.0,36,False,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",146015,tt1825157,en,The Double,7.597475,2014-04-04,93.0,Released,the double,6.5,344.0,True
481,2016-06-24,116.0,Rotten,26.0,19.0,Spilled,30.0,1146.0,10,False,10000000,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",333386,tt2436682,en,The Duel,5.927867,2016-06-24,110.0,Released,the duel,5.5,82.0,True
482,2016-11-18,105.0,Certified-Fresh,94.0,212.0,Upright,83.0,27408.0,44,False,9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",376660,tt1878870,en,The Edge of Seventeen,9.51953,2016-11-18,104.0,Released,the edge of seventeen,7.3,952.0,True
483,2016-12-02,76.0,Certified-Fresh,78.0,99.0,Spilled,57.0,3283.0,25,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",371560,tt5225338,en,The Eyes of My Mother,7.565485,2016-12-02,76.0,Released,the eyes of my mother,6.1,93.0,True
484,2014-03-07,92.0,Rotten,42.0,73.0,Spilled,31.0,1916.0,29,False,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",214086,tt1839642,en,The Face of Love,2.999052,2013-10-25,92.0,Released,the face of love,5.9,43.0,True
485,2014-06-06,126.0,Certified-Fresh,81.0,222.0,Upright,85.0,110070.0,62,False,12000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",222935,tt2582846,en,The Fault in Our Stars,16.274653,2014-05-16,125.0,Released,the fault in our stars,7.6,3868.0,True
486,2016-01-29,116.0,Fresh,63.0,197.0,Upright,66.0,23088.0,38,False,80000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",300673,tt2025690,en,The Finest Hours,10.385757,2016-01-25,114.0,Released,the finest hours,6.3,597.0,True
487,2015-10-07,130.0,Certified-Fresh,96.0,68.0,Spilled,50.0,2406.0,19,False,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",315855,tt3066630,en,The Forbidden Room,3.092455,2015-10-07,128.0,Released,the forbidden room,6.4,29.0,True
488,2015-04-24,95.0,Rotten,9.0,44.0,Spilled,32.0,960.0,16,False,0,"[{'id': 18, 'name': 'Drama'}]",101325,tt1368858,en,The Forger,7.854465,2011-03-09,96.0,Released,the forger,6.0,40.0,True
489,2015-04-24,95.0,Rotten,9.0,44.0,Spilled,32.0,960.0,16,False,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",255157,tt2376218,en,The Forger,7.490615,2014-09-10,95.0,Released,the forger,5.4,124.0,True
490,,93.0,Fresh,77.0,35.0,Upright,83.0,5941.0,8,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",318121,tt2452386,en,The Fundamentals of Caring,6.138199,2016-06-16,93.0,Released,the fundamentals of caring,7.4,560.0,True
491,2011-07-29,91.0,Certified-Fresh,72.0,110.0,Spilled,54.0,4276.0,42,False,1000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",54662,tt1235170,en,The Future,1.61744,2011-02-15,91.0,Released,the future,5.8,28.0,True
492,2012-04-27,94.0,Fresh,70.0,23.0,Upright,65.0,1919.0,9,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",100046,tt1769363,en,The Giant Mechanical Man,3.403206,2012-04-27,94.0,Released,the giant mechanical man,6.1,54.0,True
493,2016-10-07,112.0,Rotten,44.0,304.0,Spilled,49.0,34463.0,57,False,45000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",346685,tt3631112,en,The Girl on the Train,10.217291,2016-10-05,112.0,Released,the girl on the train,6.2,1837.0,True
494,2015-12-30,168.0,Certified-Fresh,75.0,332.0,Upright,76.0,73440.0,55,False,44000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]",273248,tt3460252,en,The Hateful Eight,20.328822,2015-12-25,167.0,Released,the hateful eight,7.6,4405.0,True
495,2017-06-09,96.0,Certified-Fresh,78.0,113.0,Spilled,59.0,6978.0,27,False,0,"[{'id': 18, 'name': 'Drama'}]",425751,tt5655222,en,The Hero,6.549788,2017-06-09,97.0,Released,the hero,6.7,17.0,True
496,2016-08-26,88.0,Rotten,47.0,92.0,Spilled,59.0,3827.0,24,False,3800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",325346,tt3714720,en,The Hollars,5.723985,2016-08-25,105.0,Released,the hollars,6.4,81.0,True
497,2016-12-16,97.0,Rotten,40.0,15.0,Spilled,31.0,428.0,6,False,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",262982,tt2918606,en,The Hollow Point,8.093488,2016-12-16,97.0,Released,the hollow point,6.5,53.0,True
498,2009-06-26,127.0,Certified-Fresh,97.0,285.0,Upright,84.0,96061.0,59,False,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",12162,tt0887912,en,The Hurt Locker,9.403724,2008-10-10,131.0,Released,the hurt locker,7.2,1881.0,True
499,2011-10-07,100.0,Certified-Fresh,84.0,243.0,Upright,73.0,63264.0,55,False,12500000,"[{'id': 18, 'name': 'Drama'}]",10316,tt1124035,en,The Ides of March,6.82647,2011-09-24,101.0,Released,the ides of march,6.5,924.0,True
500,2014-11-28,113.0,Certified-Fresh,89.0,281.0,Upright,91.0,103920.0,60,False,14000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",205596,tt2084970,en,The Imitation Game,31.59594,2014-11-14,113.0,Released,the imitation game,8.0,5895.0,True
501,2013-10-11,108.0,Fresh,86.0,37.0,Upright,88.0,4756.0,11,False,0,"[{'id': 18, 'name': 'Drama'}]",158908,tt2113075,en,The Inevitable Defeat of Mister & Pete,2.476252,2013-10-11,108.0,Released,the inevitable defeat of mister & pete,7.4,34.0,True
502,2010-05-05,104.0,Fresh,60.0,25.0,Spilled,45.0,8388.0,4,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",42171,tt1424003,en,The Infidel,3.574031,2009-09-16,105.0,Released,the infidel,6.0,45.0,True
503,2016-07-13,127.0,Fresh,72.0,179.0,Upright,71.0,19067.0,41,False,25000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",325789,tt1355631,en,The Infiltrator,11.504398,2016-07-13,127.0,Released,the infiltrator,6.6,592.0,True
504,2016-08-26,90.0,Certified-Fresh,78.0,51.0,Spilled,49.0,2224.0,13,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",351242,tt4872078,en,The Intervention,4.989233,2016-08-26,90.0,Released,the intervention,6.1,38.0,True
505,2016-07-29,101.0,Fresh,70.0,20.0,Upright,61.0,536.0,7,False,0,"[{'id': 18, 'name': 'Drama'}]",373471,tt5164412,en,The Land,0.878691,2016-07-29,102.0,Released,the land,6.4,7.0,True
506,2016-09-02,133.0,Fresh,61.0,231.0,Upright,61.0,13692.0,44,False,20000000,"[{'id': 18, 'name': 'Drama'}]",283552,tt2547584,en,The Light Between Oceans,8.483245,2016-09-02,133.0,Released,the light between oceans,6.9,403.0,True
507,2015-06-26,96.0,Fresh,61.0,57.0,Upright,64.0,1800.0,18,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",276844,tt2785032,en,The Little Death,5.593682,2014-06-13,96.0,Released,the little death,6.5,167.0,True
508,2012-08-15,104.0,Rotten,36.0,131.0,Upright,67.0,205084.0,34,False,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",71864,tt1462769,en,The Odd Life of Timothy Green,5.426921,2012-08-15,105.0,Released,the odd life of timothy green,6.6,392.0,True
509,2012-10-05,92.0,Rotten,31.0,78.0,Spilled,32.0,7161.0,30,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",89008,tt1313139,en,The Oranges,13.869345,2011-09-09,90.0,Released,the oranges,5.3,149.0,True
510,,83.0,Fresh,64.0,11.0,Spilled,32.0,194.0,4,False,1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",239845,tt2101507,en,The Patrol,0.700185,2013-10-04,85.0,Released,the patrol,3.5,5.0,True
511,2012-05-04,84.0,Rotten,50.0,34.0,Spilled,36.0,3984.0,17,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",91930,tt1650058,en,The Perfect Family,6.078336,2011-04-30,84.0,Released,the perfect family,4.7,7.0,True
512,2011-12-16,83.0,Fresh,70.0,10.0,Spilled,56.0,1317.0,5,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",87587,tt1691154,en,The Pill,1.78658,2011-12-16,83.0,Released,the pill,5.6,49.0,True
513,2013-03-29,140.0,Certified-Fresh,78.0,223.0,Upright,75.0,73481.0,51,False,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",97367,tt1817273,en,The Place Beyond the Pines,7.492658,2013-03-20,140.0,Released,the place beyond the pines,6.8,1689.0,True
514,2008-09-05,104.0,Certified-Fresh,96.0,47.0,Upright,73.0,851.0,25,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",39816,tt0911024,en,The Pool,0.196489,2008-09-03,98.0,Released,the pool,7.3,3.0,True
515,2014-02-07,90.0,Rotten,50.0,34.0,Spilled,45.0,2523.0,11,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",174337,tt2140577,en,The Pretty One,9.197511,2014-02-07,90.0,Released,the pretty one,6.1,83.0,True
516,2014-02-14,98.0,Rotten,58.0,19.0,Spilled,37.0,846.0,6,False,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",227094,tt2093270,en,The Returned,4.761441,2013-11-15,98.0,Released,the returned,6.2,86.0,True
517,2015-04-17,101.0,Rotten,45.0,20.0,Upright,69.0,903.0,7,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",228108,tt2962876,en,The Road Within,10.968889,2014-10-24,100.0,Released,the road within,6.7,110.0,True
518,2013-03-22,103.0,Certified-Fresh,91.0,137.0,Upright,76.0,13301.0,41,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",110146,tt1673697,en,The Sapphires,4.920986,2012-08-08,103.0,Released,the sapphires,6.6,77.0,True
519,2016-08-26,110.0,Rotten,17.0,52.0,Spilled,42.0,2255.0,17,False,0,"[{'id': 18, 'name': 'Drama'}]",291351,tt3450900,en,The Sea of Trees,8.316558,2016-04-27,110.0,Released,the sea of trees,6.3,133.0,True
520,2010-04-09,105.0,Certified-Fresh,86.0,85.0,Upright,70.0,3651.0,29,False,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",15912,tt1085507,en,The Square,2.634201,2008-06-15,105.0,Released,the square,6.2,30.0,True
521,2017-10-27,142.0,Certified-Fresh,85.0,214.0,Upright,70.0,4082.0,38,False,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",15912,tt1085507,en,The Square,2.634201,2008-06-15,105.0,Released,the square,6.2,30.0,True
522,2015-07-10,98.0,Fresh,79.0,19.0,Upright,69.0,463.0,7,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",273599,tt2517300,en,The Suicide Theory,2.629085,2015-07-10,98.0,Released,the suicide theory,6.2,38.0,True
523,2017-05-19,104.0,Certified-Fresh,96.0,45.0,Upright,66.0,6754.0,11,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",329004,tt2580382,en,The Survivalist,8.126324,2015-04-15,104.0,Released,the survivalist,6.2,89.0,True
524,2014-11-07,123.0,Certified-Fresh,80.0,270.0,Upright,84.0,75918.0,60,False,0,"[{'id': 18, 'name': 'Drama'}]",268021,tt0318126,en,The Theory of Everything,0.289068,2006-10-30,86.0,Released,the theory of everything,0.0,0.0,True
525,2011-05-27,138.0,Certified-Fresh,85.0,286.0,Upright,60.0,60899.0,58,False,32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",8967,tt0478304,en,The Tree of Life,11.204539,2011-05-18,139.0,Released,the tree of life,6.5,1009.0,True
526,2012-03-23,97.0,Rotten,33.0,18.0,Spilled,28.0,1082.0,9,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",90122,tt1483756,en,The Trouble with Bliss,7.453375,2011-10-01,97.0,Released,the trouble with bliss,4.0,19.0,True
527,2013-07-05,103.0,Certified-Fresh,84.0,182.0,Upright,84.0,55602.0,49,False,4600000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",147773,tt1727388,en,The Way Way Back,10.342737,2013-06-06,103.0,Released,the way way back,7.1,695.0,True
528,2017-05-11,133.0,Certified-Fresh,75.0,51.0,Upright,63.0,1743.0,23,False,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10770, 'name': 'TV Movie'}]",363992,tt1933667,en,The Wizard of Lies,13.953533,2017-05-21,133.0,Released,the wizard of lies,6.6,93.0,True
529,2016-03-11,111.0,Rotten,49.0,39.0,Upright,66.0,5950.0,8,False,18500000,"[{'id': 18, 'name': 'Drama'}]",318850,tt1002563,en,The Young Messiah,1.729199,2016-03-10,120.0,Released,the young messiah,6.4,30.0,True
530,2007-12-26,158.0,Certified-Fresh,92.0,236.0,Upright,86.0,255192.0,50,False,25000000,"[{'id': 18, 'name': 'Drama'}]",7345,tt0469494,en,There Will Be Blood,8.200627,2007-12-28,158.0,Released,there will be blood,7.9,1581.0,True
531,2015-03-06,87.0,Certified-Fresh,84.0,58.0,Upright,64.0,7389.0,13,False,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",199575,tt2268458,en,These Final Hours,6.732991,2014-07-31,87.0,Released,these final hours,6.4,176.0,True
532,2014-09-19,103.0,Rotten,44.0,167.0,Spilled,59.0,35277.0,53,False,19800000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",239678,tt1371150,en,This Is Where I Leave You,11.313659,2014-09-10,103.0,Released,this is where i leave you,6.5,512.0,True
533,2018-10-19,92.0,Certified-Fresh,96.0,82.0,Upright,93.0,1231.0,14,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",379959,tt5116560,en,Thunder Road,0.102319,2016-01-23,13.0,Released,thunder road,8.0,2.0,True
534,2017-07-14,107.0,Fresh,72.0,64.0,Upright,64.0,4443.0,17,False,0,"[{'id': 18, 'name': 'Drama'}]",401104,tt5541240,en,To the Bone,9.128637,2017-01-22,107.0,Released,to the bone,7.3,714.0,True
535,,98.0,Fresh,77.0,30.0,Upright,76.0,1026.0,17,False,0,"[{'id': 18, 'name': 'Drama'}]",65034,tt1742683,en,Too Big to Fail,3.363008,2011-05-22,97.0,Released,too big to fail,6.9,53.0,True
536,2015-03-20,94.0,Rotten,24.0,29.0,Spilled,37.0,5182.0,12,False,11000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",290764,tt2401097,en,Tracers,9.056173,2015-01-15,94.0,Released,tracers,5.9,437.0,True
537,,90.0,Rotten,50.0,8.0,,,,3,False,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",203819,tt2167266,en,Tracks,0.239993,2014-03-06,112.0,Released,tracks,7.0,190.0,True
538,2005-10-07,122.0,Rotten,22.0,110.0,Spilled,48.0,85527.0,30,False,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9910,tt0417217,en,Two for the Money,9.003792,2005-10-07,122.0,Released,two for the money,5.9,156.0,True
539,2008-05-19,109.0,Certified-Fresh,82.0,165.0,Spilled,59.0,56307.0,54,False,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10362,tt1103275,en,Two Lovers,8.032616,2008-11-19,110.0,Released,two lovers,6.6,157.0,True
540,2015-03-06,116.0,Rotten,47.0,17.0,Spilled,25.0,199.0,9,False,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",254772,tt2258285,en,Two Men in Town,2.065325,2014-02-06,120.0,Released,two men in town,5.9,32.0,True
541,2014-04-04,108.0,Certified-Fresh,85.0,249.0,Spilled,55.0,36569.0,56,False,13300000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",97370,tt1441395,en,Under the Skin,6.707974,2014-03-14,108.0,Released,under the skin,6.0,1118.0,True
542,2008-12-25,120.0,Fresh,62.0,197.0,Upright,65.0,239445.0,51,False,75000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",2253,tt0985699,en,Valkyrie,8.635464,2008-12-25,121.0,Released,valkyrie,6.7,1195.0,True
543,1961-08-01,100.0,Fresh,100.0,30.0,Upright,87.0,1351.0,11,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",60306,tt0918575,en,Victim,0.840678,2010-11-17,74.0,Released,victim,4.0,12.0,True
544,,86.0,Rotten,33.0,9.0,Spilled,24.0,48.0,3,False,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",60306,tt0918575,en,Victim,0.840678,2010-11-17,74.0,Released,victim,4.0,12.0,True
545,2015-11-25,110.0,Rotten,26.0,141.0,Spilled,35.0,28413.0,30,False,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",228066,tt1976009,en,Victor Frankenstein,9.447808,2015-11-10,109.0,Released,victor frankenstein,5.6,697.0,True
546,2008-12-01,99.0,Fresh,80.0,5.0,Spilled,57.0,320.0,2,False,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",15911,tt0859644,en,The Village Barbershop,0.657751,2008-01-01,99.0,Released,the village barbershop,7.0,4.0,True
547,2008-07-03,110.0,Fresh,70.0,135.0,Upright,72.0,25338.0,36,False,6000000,"[{'id': 18, 'name': 'Drama'}]",13990,tt1082886,en,The Wackness,5.598338,2008-07-03,99.0,Released,the wackness,6.2,95.0,True
548,2010-09-24,130.0,Rotten,55.0,236.0,Spilled,44.0,110740.0,55,False,70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",33909,tt1027718,en,Wall Street: Money Never Sleeps,9.819864,2010-09-02,133.0,Released,wall street money never sleeps,5.8,504.0,True
